"CÃ³digo Completo";"Familia";"Referencia";"VersiÃ³n";"Color";"Nombre SAP";"Nombre Final ES";"Nombre Final EN";"Mueble";"DesignaciÃ³n";"LÃ­nea Comercial";"Medida Comercial";"Ancho (cm)";"Fondo (cm)";"Alto (cm)";"Peso (kg)";"Canto Puertas";"RH";"Armado";"Marca Propia"
"VBAN12-0051-000-0442";"VBAN12";"0051";"000";"0442";"MUEBLE SOPORTE Y ESTRUCTURA CON ENTREPAÑO GODAI LVM 79X48 GRACIA/SIKUANI";"MUEBLE SOPORTE Y ESTRUCTURA CON ENTREPAÑO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT AND STRUCTURE WITH SHELF 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE Y ESTRUCTURA CON ENTREPAÑO";"CLASS";"79X48";"78,4";"47,6";"85,3";"16,4";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0051-000-0447";"VBAN12";"0051";"000";"0447";"MUEBLE SOPORTE Y ESTRUCTURA CON ENTREPAÑO GODAI LVM 79X48 CARBONO/BAUDO";"MUEBLE SOPORTE Y ESTRUCTURA CON ENTREPAÑO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT AND STRUCTURE WITH SHELF 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE Y ESTRUCTURA CON ENTREPAÑO";"CLASS";"79X48";"78,4";"47,6";"85,3";"16,4";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0051-000-0458";"VBAN12";"0051";"000";"0458";"MUEBLE SOPORTE Y ESTRUCTURA CON ENTREPAÑO GODAI LVM 79X48 TRIBECA";"MUEBLE SOPORTE Y ESTRUCTURA CON ENTREPAÑO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT AND STRUCTURE WITH SHELF 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE Y ESTRUCTURA CON ENTREPAÑO";"CLASS";"79X48";"78,4";"47,6";"85,3";"16,4";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-0437";"VBAN12";"0052";"000";"0437";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM SODER/MALI";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-0439";"VBAN12";"0052";"000";"0439";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM MITTE/TAMBO";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-0442";"VBAN12";"0052";"000";"0442";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM GRACIA/ SIKUANI";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-0447";"VBAN12";"0052";"000";"0447";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM CARBONO/BAUDO";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-0458";"VBAN12";"0052";"000";"0458";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM TRIBECA";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-0493";"VBAN12";"0052";"000";"0493";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM AUSTRAL";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-1321";"VBAN12";"0052";"000";"1321";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM KOA";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0052-000-1351";"VBAN12";"0052";"000";"1351";"CUBO-CAJON GODAI 79X48 CIERRE SUAVE CANTO 2MM YALAA AMAZONAS";"MUEBLE CUBO-CAJON GODAI CLASS PARA LAVAMANOS 79X48 RFE CIERRE LENTO CANTO 2 MM";"GODAI CLASS VANITY CUBE DRAWER 31INX19IN SFE SOFT CLOSE 2MM EDGE BAND";"GODAI";"CUBO-CAJON";"CLASS";"79X48";"72,7";"46,3";"30";"18,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-000-0437";"VBAN12";"0053";"000";"0437";"MUEBLE SOPORTE GODAI 79X48 SODER/MALI";"MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-000-0439";"VBAN12";"0053";"000";"0439";"MUEBLE SOPORTE GODAI 79X48 MITTE/TAMBO";"MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-000-0442";"VBAN12";"0053";"000";"0442";"MUEBLE SOPORTE GODAI 79X48 GRACIA/SIKUANI";"MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-000-0447";"VBAN12";"0053";"000";"0447";"MUEBLE SOPORTE GODAI 79X48 CARBONO/BAUDO";"MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-000-0458";"VBAN12";"0053";"000";"0458";"MUEBLE SOPORTE GODAI 79X48 TRIBECA";"MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-000-0493";"VBAN12";"0053";"000";"0493";"MUEBLE SOPORTE GODAI 79X48 AUSTRAL";"MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-000-1351";"VBAN12";"0053";"000";"1351";"MUEBLE SOPORTE GODAI 79X48 YALAA AMAZONAS";"MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0053-MRH-0467";"VBAN12";"0053";"MRH";"0467";"RH MUEBLE SOPORTE GODAI 79X48 CINZA/COBALTO";"RH MUEBLE SOPORTE GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"MR GODAI CLASS VANITY SUPPORT 31INX19IN 2MM EDGE BAND";"GODAI";"SOPORTE";"CLASS";"79X48";"78,4";"47,6";"15";"4,2";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0054-000-0437";"VBAN12";"0054";"000";"0437";"CUBO GODAI 79X48 SODER/MALI";"MUEBLE CUBO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY CUBE 31INX19IN 2MM EDGE BAND";"GODAI";"CUBO";"CLASS";"79X48";"72,7";"46,3";"30";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0054-000-0439";"VBAN12";"0054";"000";"0439";"CUBO GODAI 79X48 MITTE/TAMBO";"MUEBLE CUBO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY CUBE 31INX19IN 2MM EDGE BAND";"GODAI";"CUBO";"CLASS";"79X48";"72,7";"46,3";"30";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0054-000-0442";"VBAN12";"0054";"000";"0442";"CUBO GODAI 79X48 GRACIA/SIKUANI";"MUEBLE CUBO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY CUBE 31INX19IN 2MM EDGE BAND";"GODAI";"CUBO";"CLASS";"79X48";"72,7";"46,3";"30";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0054-000-0447";"VBAN12";"0054";"000";"0447";"CUBO GODAI 79X48 CARBONO/BAUDO";"MUEBLE CUBO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY CUBE 31INX19IN 2MM EDGE BAND";"GODAI";"CUBO";"CLASS";"79X48";"72,7";"46,3";"30";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0054-000-0458";"VBAN12";"0054";"000";"0458";"CUBO GODAI 79X48 TRIBECA";"MUEBLE CUBO GODAI CLASS PARA LAVAMANOS 79X48 CANTO 2 MM";"GODAI CLASS VANITY CUBE 31INX19IN 2MM EDGE BAND";"GODAI";"CUBO";"CLASS";"79X48";"72,7";"46,3";"30";"11,7";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0055-000-0100";"VBAN12";"0055";"000";"0100";"RH MUEBLE VITELI LVM 124X48 CANTO 2MM CIERRE LENTO OCULTO BLANCO";"RH MUEBLE ELEVADO VITELI CLASS PARA LAVAMANOS 124X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR VITELI CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"VITELI";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"32,8";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0055-000-0439";"VBAN12";"0055";"000";"0439";"RH MUEBLE VITELI LVM 124X48 CANTO 2MM CIERRE LENTO OCULTO MITTE/TAMBO";"RH MUEBLE ELEVADO VITELI CLASS PARA LAVAMANOS 124X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR VITELI CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"VITELI";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"32,8";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0055-000-0442";"VBAN12";"0055";"000";"0442";"RH MUEBLE VITELI LVM 124X48 CANTO 2MM CIERRE LENTO OCULTO GRACIA/SIKUANI";"RH MUEBLE ELEVADO VITELI CLASS PARA LAVAMANOS 124X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR VITELI CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"VITELI";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"32,8";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0055-000-0447";"VBAN12";"0055";"000";"0447";"RH MUEBLE VITELI LVM 124X48 CANTO 2MM CIERRE LENTO OCULTO CARBONO/BAUDO";"RH MUEBLE ELEVADO VITELI CLASS PARA LAVAMANOS 124X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR VITELI CLASS WALL MOUNTED VANITY 49INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"VITELI";"ELEVADO";"CLASS";"124X48";"123,4";"47,6";"48";"32,8";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0056-000-0420";"VBAN12";"0056";"000";"0420";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO ROVERE";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-0437";"VBAN12";"0056";"000";"0437";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO SODER/MALI";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-0439";"VBAN12";"0056";"000";"0439";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO MITTE/TAMBO";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-0442";"VBAN12";"0056";"000";"0442";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO GRACIA/SIKUANI";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-0447";"VBAN12";"0056";"000";"0447";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO CARBONO/BAUDO";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-0458";"VBAN12";"0056";"000";"0458";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO TRIBECA";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-0467";"VBAN12";"0056";"000";"0467";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO CINZA COBALTO";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-0493";"VBAN12";"0056";"000";"0493";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO AUSTRAL";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0056-000-1345";"VBAN12";"0056";"000";"1345";"MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO VOLCANICO AMAZONAS";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-0437";"VBAN12";"0057";"000";"0437";"MUEBLE MISUS LVM 79X48 CANTO 2MM CIERRE LENTO OCULTO SODER/MALI";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 79X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 31INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-0439";"VBAN12";"0057";"000";"0439";"MUEBLE MISUS LVM 79X48 CANTO 2MM CIERRE LENTO OCULTO MITTE/TAMBO";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 79X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 31INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-0442";"VBAN12";"0057";"000";"0442";"MUEBLE MISUS LVM 79X48 CANTO 2MM CIERRE LENTO OCULTO GRACIA/SIKUANI";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 79X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 31INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-0447";"VBAN12";"0057";"000";"0447";"MUEBLE MISUS LVM 79X48 CANTO 2MM CIERRE LENTO OCULTO CARBONO/BAUDO";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 79X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 31INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-0458";"VBAN12";"0057";"000";"0458";"MUEBLE MISUS LVM 79X48 CANTO 2MM CIERRE LENTO OCULTO TRIBECA";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 79X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 31INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-0467";"VBAN12";"0057";"000";"0467";"MUEBLE MISUS LVM 79X48 CANTO 2MM CIERRE LENTO OCULTO CINZA COBALTO";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 79X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 31INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-0493";"VBAN12";"0057";"000";"0493";"MUEBLE MISUS LVM 79X48 CANTO 2MM CIERRE LENTO OCULTO AUSTRAL";"MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 79X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MISUS CLASS WALL MOUNTED VANITY 31INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-1332";"VBAN12";"0057";"000";"1332";"MUEBLE TUCANO LVM 79X48 CANTO 2MM CIERRE LENTO JAYKA";"MUEBLE TUCANO CLASS PARA LAVAMANOS 79X48 CIERRE LENTO CANTO 2 MM";"TUCANO CLASS VANITY 31INX19IN SOFT CLOSE 2MM EDGE BAND";"TUCANO";;"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0057-000-1365";"VBAN12";"0057";"000";"1365";"MUEBLE TUCANO LVM 79X48 CANTO 2MM CIERRE LENTO MAKU MATE";"MUEBLE TUCANO CLASS PARA LAVAMANOS 79X48 CIERRE LENTO CANTO 2 MM";"TUCANO CLASS VANITY 31INX19IN SOFT CLOSE 2MM EDGE BAND";"TUCANO";;"CLASS";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN12-0058-000-0100";"VBAN12";"0058";"000";"0100";"RH MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO BLANCO";"RH MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0058-000-0401";"VBAN12";"0058";"000";"0401";"RH MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO OLIVO MATE";"RH MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0058-000-0406";"VBAN12";"0058";"000";"0406";"RH MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO AMARETTO";"RH MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0058-000-0420";"VBAN12";"0058";"000";"0420";"RH MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO ROVERE";"RH MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0058-000-0437";"VBAN12";"0058";"000";"0437";"RH MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO SODER/ MALI";"RH MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0058-000-0458";"VBAN12";"0058";"000";"0458";"RH MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO TRIBECA";"RH MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN12-0058-000-0484";"VBAN12";"0058";"000";"0484";"RH MUEBLE MISUS LVM 63X48 CANTO 2MM CIERRE LENTO OCULTO SAGANO";"RH MUEBLE ELEVADO MISUS CLASS PARA LAVAMANOS 63X48 R OCULTO CIERRE LENTO CANTO 2 MM";"MR MISUS CLASS WALL MOUNTED VANITY 25INX19IN S CONCEALED SOFT CLOSE 2MM EDGE BAND";"MISUS";"ELEVADO";"CLASS";"63X48";"62,4";"47,6";"48";"25,1";"CANTO 2 MM";"RH";"NO";"NA"
