"CÃ³digo Completo";"Familia";"Referencia";"VersiÃ³n";"Color";"Nombre SAP";"Nombre Final ES";"Nombre Final EN";"Mueble";"DesignaciÃ³n";"LÃ­nea Comercial";"Medida Comercial";"Ancho (cm)";"Fondo (cm)";"Alto (cm)";"Peso (kg)";"Canto Puertas";"RH";"Armado";"Marca Propia"
"VBAN05-0100-000-0447";"VBAN05";"0100";"000";"0447";"MUEBLE BASICO ELEVADO LVM 79X48 SIN MANIJAS CARBONO/BAUDO";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 79X48 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL WALL MOUNTED VANITY 31INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"79X48";"78,4";"47,6";"48";"14,5";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0100-000-0458";"VBAN05";"0100";"000";"0458";"MUEBLE BASICO ELEVADO LVM 79X48 SIN MANIJAS TRIBECA";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 79X48 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL WALL MOUNTED VANITY 31INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"79X48";"78,4";"47,6";"48";"14,5";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0100-000-0493";"VBAN05";"0100";"000";"0493";"MUEBLE BASICO ELEVADO LVM 79X48 SIN MANIJAS AUSTRAL";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 79X48 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL WALL MOUNTED VANITY 31INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"79X48";"78,4";"47,6";"48";"14,5";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0101-000-0100";"VBAN05";"0101";"000";"0100";"RH MUEBLE BASICO PISO LVM 94X48 BLANCO";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 94X48 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL FREESTANDING VANITY 37INX19IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"94X48";"93,4";"47,6";"86";"25,6";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0102-000-0100";"VBAN05";"0102";"000";"0100";"RH MUEBLE LVM TIZIANO ELEVADO 94X48 BLANCO";"RH MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 94X48 RFE CANTO 0.45 MM";"MR TIZIANO LIFE WALL MOUNTED VANITY 37INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"94X48";"93,4";"47,6";"86";"25,6";"CANTO 0.45 MM";"RH";"NO";"NA"
"VBAN05-0102-000-0465";"VBAN05";"0102";"000";"0465";"RH MUEBLE LVM TIZIANO ELEVADO 94X48 MACULA";"RH MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 94X48 RFE CANTO 0.45 MM";"MR TIZIANO LIFE WALL MOUNTED VANITY 37INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"94X48";"93,4";"47,6";"86";"25,6";"CANTO 0.45 MM";"RH";"NO";"NA"
"VBAN05-0102-000-0480";"VBAN05";"0102";"000";"0480";"RH MUEBLE LVM TIZIANO ELEVADO 94X48 KALLIO";"RH MUEBLE ELEVADO TIZIANO LIFE PARA LAVAMANOS 94X48 RFE CANTO 0.45 MM";"MR TIZIANO LIFE WALL MOUNTED VANITY 37INX19IN SFE 0.45MM EDGE BAND";"TIZIANO";"ELEVADO";"LIFE";"94X48";"93,4";"47,6";"86";"25,6";"CANTO 0.45 MM";"RH";"NO";"NA"
"VBAN05-0103-000-0100";"VBAN05";"0103";"000";"0100";"RH MUEBLE RAYO 63X48 BLANCO";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 63X48 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 25INX19IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"63X48";"62,4";"47,6";"40";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0103-000-0437";"VBAN05";"0103";"000";"0437";"RH MUEBLE RAYO 63X48 SODER/MALI";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 63X48 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 25INX19IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"63X48";"62,4";"47,6";"40";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0103-000-0493";"VBAN05";"0103";"000";"0493";"RH MUEBLE RAYO 63X48 AUSTRAL";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 63X48 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 25INX19IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"63X48";"62,4";"47,6";"40";"9";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0104-000-0100";"VBAN05";"0104";"000";"0100";"RH MUEBLE RAYO 48X38 BLANCO";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 48X38 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 19INX15IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"48X38";"47,4";"36,7";"40";"6,4";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0104-000-0437";"VBAN05";"0104";"000";"0437";"RH MUEBLE RAYO 48X38 SODER/MALI";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 48X38 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 19INX15IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"48X38";"47,4";"36,7";"40";"6,4";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0104-000-0439";"VBAN05";"0104";"000";"0439";"RH MUEBLE RAYO 48X38 MITTE/TAMBO";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 48X38 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 19INX15IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"48X38";"47,4";"36,7";"40";"6,4";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0104-000-0484";"VBAN05";"0104";"000";"0484";"RH MUEBLE RAYO 48X38 SAGANO";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 48X38 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 19INX15IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"48X38";"47,4";"36,7";"40";"6,4";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0104-000-0493";"VBAN05";"0104";"000";"0493";"RH MUEBLE RAYO 48X38 AUSTRAL";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 48X38 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 19INX15IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"48X38";"47,4";"36,7";"40";"6,4";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0105-000-0100";"VBAN05";"0105";"000";"0100";"RH MUEBLE RAYO 48X43 BLANCO";"RH MUEBLE ELEVADO RAYO ESSENTIAL PARA LAVAMANOS 48X43 CANTO 2 MM";"MR RAYO ESSENTIAL WALL MOUNTED VANITY 19INX17IN 2MM EDGE BAND";"RAYO";"ELEVADO";"ESSENTIAL";"48X43";"47,4";"36,7";"40";"6,4";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0106-000-0100";"VBAN05";"0106";"000";"0100";"RH MUEBLE MACAO LIFE LVM 79X48 BLANCO";"RH MUEBLE ELEVADO MACAO LIFE PARA LAVAMANOS 79X48 RFE CANTO 2 MM";"MR MACAO LIFE WALL MOUNTED VANITY 31INX19IN SFE 2MM EDGE BAND";"MACAO";"ELEVADO";"LIFE";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0106-000-0425";"VBAN05";"0106";"000";"0425";"RH MUEBLE MACAO LIFE LVM 79X48 CENIZA";"RH MUEBLE ELEVADO MACAO LIFE PARA LAVAMANOS 79X48 RFE CANTO 2 MM";"MR MACAO LIFE WALL MOUNTED VANITY 31INX19IN SFE 2MM EDGE BAND";"MACAO";"ELEVADO";"LIFE";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0106-000-0437";"VBAN05";"0106";"000";"0437";"RH MUEBLE MACAO LIFE LVM 79X48 SODER/MALI";"RH MUEBLE ELEVADO MACAO LIFE PARA LAVAMANOS 79X48 RFE CANTO 2 MM";"MR MACAO LIFE WALL MOUNTED VANITY 31INX19IN SFE 2MM EDGE BAND";"MACAO";"ELEVADO";"LIFE";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0106-000-0493";"VBAN05";"0106";"000";"0493";"RH MUEBLE MACAO LIFE LVM 79X48 AUSTRAL";"RH MUEBLE ELEVADO MACAO LIFE PARA LAVAMANOS 79X48 RFE CANTO 2 MM";"MR MACAO LIFE WALL MOUNTED VANITY 31INX19IN SFE 2MM EDGE BAND";"MACAO";"ELEVADO";"LIFE";"79X48";"78,4";"47,6";"48";"20";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0107-000-0100";"VBAN05";"0107";"000";"0100";"RH MUEBLE BASICO ELEVADO LVM 79X48 SIN MANIJAS BLANCO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 79X48 SIN MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 31INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"79X48";"78,4";"47,6";"48";"14,5";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0107-000-0439";"VBAN05";"0107";"000";"0439";"RH MUEBLE BASICO ELEVADO LVM 79X48 SIN MANIJAS MITTE/TAMBO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 79X48 SIN MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 31INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"79X48";"78,4";"47,6";"48";"14,5";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0107-000-0480";"VBAN05";"0107";"000";"0480";"RH MUEBLE BASICO ELEVADO LVM 79X48 SIN MANIJAS KALLIO";"RH MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 79X48 SIN MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL WALL MOUNTED VANITY 31INX19IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"79X48";"78,4";"47,6";"48";"14,5";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0108-000-0437";"VBAN05";"0108";"000";"0437";"MUEBLE BASICO PISO LVM 40X30 D-ACQUA SODER/MALI";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 CON MANIJAS CANTO 2 MM D-ACQUA";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITH HANDLES 2MM EDGE BAND D-ACQUA";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"D-ACQUA"
"VBAN05-0108-000-0439";"VBAN05";"0108";"000";"0439";"MUEBLE BASICO PISO LVM 48X38 D-ACQUA MITTE/TAMBO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM D-ACQUA";"BASIC ESSENTIAL FREESTANDING VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND D-ACQUA";"BASICO";"A PISO";"ESSENTIAL";"48X38";"47,4";"37,4";"86";"14";"CANTO 2 MM";"NA";"NO";"D-ACQUA"
"VBAN05-0108-000-0447";"VBAN05";"0108";"000";"0447";"MUEBLE BASICO PISO LVM 40X30 D-ACQUA CARBONO/BAUDO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 CON MANIJAS CANTO 2 MM D-ACQUA";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITH HANDLES 2MM EDGE BAND D-ACQUA";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"D-ACQUA"
"VBAN05-0109-000-0442";"VBAN05";"0109";"000";"0442";"MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS D-ACQUA GRACIA/SIKUANI";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM D-ACQUA";"BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND D-ACQUA";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"NA";"NO";"D-ACQUA"
"VBAN05-0109-000-0447";"VBAN05";"0109";"000";"0447";"MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS D-ACQUA CARBONO/BAUDO";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM D-ACQUA";"BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND D-ACQUA";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"NA";"NO";"D-ACQUA"
"VBAN05-0109-000-0458";"VBAN05";"0109";"000";"0458";"MUEBLE BASICO ELEVADO LVM 48X38 CON MANIJAS D-ACQUA TRIBECA";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 48X38 CON MANIJAS CANTO 2 MM D-ACQUA";"BASIC ESSENTIAL WALL MOUNTED VANITY 19INX15IN WITH HANDLES 2MM EDGE BAND D-ACQUA";"BASICO";"ELEVADO";"ESSENTIAL";"48X38";"46,8";"37,4";"48";"9";"CANTO 2 MM";"NA";"NO";"D-ACQUA"
"VBAN05-0110-000-0392";"VBAN05";"0110";"000";"0392";"MUEBLE BASICO PISO LVM 48X43 WENGUE";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-0437";"VBAN05";"0110";"000";"0437";"MUEBLE BASICO PISO LVM 48X43 SODER/MALI";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-0439";"VBAN05";"0110";"000";"0439";"MUEBLE BASICO PISO LVM 48X43 MITTE/TAMBO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-0442";"VBAN05";"0110";"000";"0442";"MUEBLE BASICO PISO LVM 48X43 GRACIA/SIKUANI";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-0447";"VBAN05";"0110";"000";"0447";"MUEBLE BASICO PISO LVM 48X43 CARBONO/BAUDO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-0458";"VBAN05";"0110";"000";"0458";"MUEBLE BASICO PISO LVM 48X43 TRIBECA";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-0467";"VBAN05";"0110";"000";"0467";"MUEBLE BASICO PISO LVM 48X43 CINZA";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-0493";"VBAN05";"0110";"000";"0493";"MUEBLE BASICO PISO LVM 48X43 AUSTRAL";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-000-1345";"VBAN05";"0110";"000";"1345";"MUEBLE BASICO PISO LVM 48X43 VOLCANICO AMAZONAS";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0110-MRH-0100";"VBAN05";"0110";"MRH";"0100";"RH MUEBLE BASICO PISO LVM 48X43 BLANCO";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0110-MRH-0439";"VBAN05";"0110";"MRH";"0439";"RH MUEBLE BASICO PISO LVM 48X43 MITTE/TAMBO";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0110-PRO-0439";"VBAN05";"0110";"PRO";"0439";"MUEBLE BASICO PISO LVM 48X43 PROMART MITTE/TAMBO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 48X43 CON MANIJAS CANTO 2 MM PROMART";"BASIC ESSENTIAL FREESTANDING VANITY 19INX17IN WITH HANDLES 2MM EDGE BAND PROMART";"BASICO";"A PISO";"ESSENTIAL";"48X43";"47,4";"42,4";"86";"14";"CANTO 2 MM";"NA";"NO";"PROMART"
"VBAN05-0111-000-0437";"VBAN05";"0111";"000";"0437";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS SODER/MALI";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X43 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 16INX17IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X43";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0111-000-0439";"VBAN05";"0111";"000";"0439";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS MITTE/TAMBO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0111-000-0442";"VBAN05";"0111";"000";"0442";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS GRACIA/SIKUANI";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0111-000-0447";"VBAN05";"0111";"000";"0447";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS CARBONO/BAUDO";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0111-000-0458";"VBAN05";"0111";"000";"0458";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS TRIBECA";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0111-000-0493";"VBAN05";"0111";"000";"0493";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS AUSTRAL";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0111-000-1345";"VBAN05";"0111";"000";"1345";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS VOLCANICO AMAZONAS";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0111-CHT-0100";"VBAN05";"0111";"CHT";"0100";"RH MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS BLANCO-CHILEMAT";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM CHILEMAT";"MR BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND CHILEMAT";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"RH";"NO";"CHILEMAT"
"VBAN05-0111-CHT-0437";"VBAN05";"0111";"CHT";"0437";"MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS SODER/MALI-CHILEMAT";"MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM CHILEMAT";"BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND CHILEMAT";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"NA";"NO";"CHILEMAT"
"VBAN05-0111-MRH-0100";"VBAN05";"0111";"MRH";"0100";"RH MUEBLE BASICO PISO LVM 40X30 SIN MANIJAS BLANCO";"RH MUEBLE A PISO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"MR BASIC ESSENTIAL FREESTANDING VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"A PISO";"ESSENTIAL";"40X30";"38,8";"29,6";"86";"10,8";"CANTO 2 MM";"RH";"NO";"NA"
"VBAN05-0112-000-0437";"VBAN05";"0112";"000";"0437";"MUEBLE BASICO ELEVADO LVM 40X30 SIN MANIJAS SODER/MALI";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL WALL MOUNTED VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"40X30";"38,8";"29,6";"48";"6,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0112-000-0439";"VBAN05";"0112";"000";"0439";"MUEBLE BASICO ELEVADO LVM 40X30 SIN MANIJAS MITTE/TAMBO";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL WALL MOUNTED VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"40X30";"38,8";"29,6";"48";"6,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0112-000-0442";"VBAN05";"0112";"000";"0442";"MUEBLE BASICO ELEVADO LVM 40X30 SIN MANIJAS GRACIA/SIKUANI";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL WALL MOUNTED VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"40X30";"38,8";"29,6";"48";"6,8";"CANTO 2 MM";"NA";"NO";"NA"
"VBAN05-0112-000-0447";"VBAN05";"0112";"000";"0447";"MUEBLE BASICO ELEVADO LVM 40X30 SIN MANIJAS CARBONO/BAUDO";"MUEBLE ELEVADO BASICO ESSENTIAL PARA LAVAMANOS 40X30 SIN MANIJAS CANTO 2 MM";"BASIC ESSENTIAL WALL MOUNTED VANITY 16INX12IN WITHOUT HANDLES 2MM EDGE BAND";"BASICO";"ELEVADO";"ESSENTIAL";"40X30";"38,8";"29,6";"48";"6,8";"CANTO 2 MM";"NA";"NO";"NA"
