row_number,validation_status,validation_errors,validation_warnings,source_observation,import_action,existing_in_supabase,exclusion_reason,SKU_COMPLETE,FAMILY_CODE,REF_CODE,VERSION_CODE,COLOR_CODE,SAP_DESCRIPTION,PRODUCT_TYPE,DESIGNATION,PRODUCT_NAME,WIDTH_CM,DEPTH_CM,HEIGHT_CM,WEIGHT_KG,UNIT_OF_MEASURE,REF_ATTR_rh,REF_ATTR_carb2,REF_ATTR_bisagras,REF_ATTR_canto_puertas,REF_ATTR_accessory_text,REF_ATTR_armado_con_lvm,REF_ATTR_door_color_text,REF_ATTR_product_type,REF_ATTR_assembled_flag,VERSION_ATTR_isometric_path,VERSION_ATTR_isometric_asset_id,VERSION_ATTR_private_label_flag,VERSION_ATTR_private_label_client_id,VERSION_ATTR_private_label_client_name,VERSION_ATTR_accessory_text,RH,CARB2,PUR,RH_SOURCE,CARB2_SOURCE,PUR_SOURCE,RH_VALIDATION,CARB2_VALIDATION,PUR_VALIDATION,NAME_ES_CURRENT_OR_GENERATED,NAME_EN_CURRENT_OR_GENERATED,NAME_ES_REQUIRES_REVIEW,NAME_EN_REQUIRES_REVIEW,NAME_GENERATION_NOTES,ISOMETRIC_SOURCE_PATH,ISOMETRIC_TARGET_PATH,ISOMETRIC_ASSET_ID,ISOMETRIC_STATUS,ISOMETRIC_NOTES,existing_family_id,existing_product_reference_id,existing_product_version_id,existing_color_id,matched_reference_base,matched_version,matched_color,create_family,create_reference,create_version,create_color,create_sku,reuse_existing_family,reuse_existing_reference,reuse_existing_version,reuse_existing_color
261,PENDIENTE,,,,CREAR,NO,,VCOC01-0144-000-1351,COC01,0144,000,1351,MUEBLE INFERIOR COCINA ZAREL 150X60CM MARFIL/YALAA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
262,EXISTENTE,,,,IGNORAR,SI,,VCOC01-0144-000-1352,COC01,0144,000,1352,MUEBLE INFERIOR COCINA ZAREL 150X60CM GRIS/SUKTA-RH BLANCO,MUEBLE,,,,,,,UN,RH,NA,BISAGRAS CIERRE LENTO,CANTO 2 MM,RFE,,NA,,,,,,,,,true,false,false,DESCRIPCION,,,,,,ZAREL,,NO,SI,,,,,VINCULADO,,,85db3b19-d13a-4cc5-a0bc-25411d26e25c,e03c76f1-1b28-46e3-90f6-25fa3e85de94,,0144,000,1352,,NO,NO,,NO,SI,SI,SI,SI
263,PENDIENTE,,,,CREAR,NO,,VCOC01-0145-000-0321,COC01,0145,000,0321,MUEBLE SUPERIOR COCINA ZAREL 150X60CM BLANCO RH/SODER-MALI,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
264,PENDIENTE,,,,CREAR,NO,,VCOC01-0145-000-1332,COC01,0145,000,1332,MUEBLE SUPERIOR COCINA ZAREL 150X60CM OLIVA/JAYKA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
265,PENDIENTE,,,,CREAR,NO,,VCOC01-0145-000-1351,COC01,0145,000,1351,MUEBLE SUPERIOR COCINA ZAREL 150X60CM MARFIL/YALAA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
266,PENDIENTE,,,,CREAR,NO,,VCOC01-0145-000-1352,COC01,0145,000,1352,MUEBLE SUPERIOR COCINA ZAREL 150X60CM GRIS/SUKTA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
267,PENDIENTE,,,,CREAR,NO,,VCOC01-0145-MRH-0100,COC01,0145,MRH,0100,ESTRUCTURA COCINA OBRA SIN REBANCO 150X55 BLANCO RH,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
268,PENDIENTE,,,,CREAR,NO,,VCOC01-0146-MRH-0100,COC01,0146,MRH,0100,RH MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
269,PENDIENTE,,,,CREAR,NO,,VCOC01-0147-000-0321,COC01,0147,000,0321,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-SODER/MALI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
270,PENDIENTE,,,,CREAR,NO,,VCOC01-0147-000-0322,COC01,0147,000,0322,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-GRACIA/SIKUANI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
271,PENDIENTE,,,,CREAR,NO,,VCOC01-0147-000-0323,COC01,0147,000,0323,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-AUSTRAL PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
272,PENDIENTE,,,,CREAR,NO,,VCOC01-0147-000-0324,COC01,0147,000,0324,MUEBLE INFERIOR COCINA GEOS RETAIL 4 PUERTAS 210X60 BLANCO RH-MITTE/TAMBO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
273,PENDIENTE,,,,CREAR,NO,,VCOC01-0148-000-1332,COC01,0148,000,1332,MUEBLE INFERIOR COCINA OREL 210X60CM OLIVA/JAYKA-RH BLANCO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
274,PENDIENTE,,,,CREAR,NO,,VCOC01-0148-000-1351,COC01,0148,000,1351,MUEBLE INFERIOR COCINA OREL 210X60CM MARFIL/YALAA-RH BLANCO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
275,PENDIENTE,,,,CREAR,NO,,VCOC01-0148-000-1352,COC01,0148,000,1352,MUEBLE INFERIOR COCINA OREL 210X60CM GRIS/SUKTA-RH BLANCO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
276,PENDIENTE,,,,CREAR,NO,,VCOC01-0149-000-1332,COC01,0149,000,1332,MUEBLE INFERIOR COCINA OREL 210X60CM OLIVA/JAYKA-RH BLANCO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
277,PENDIENTE,,,,CREAR,NO,,VCOC01-0149-000-1351,COC01,0149,000,1351,MUEBLE INFERIOR COCINA OREL 210X60CM MARFIL/YALAA-RH BLANCO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
278,PENDIENTE,,,,CREAR,NO,,VCOC01-0149-000-1352,COC01,0149,000,1352,MUEBLE INFERIOR COCINA OREL 210X60CM GRIS/SUKTA-RH BLANCO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
279,PENDIENTE,,,,CREAR,NO,,VCOC01-0150-000-1332,COC01,0150,000,1332,MUEBLE SUPERIOR COCINA OREL 210X60CM OLIVA/JAYKA-RH BLANCO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
280,PENDIENTE,,,,CREAR,NO,,VCOC01-0150-000-1351,COC01,0150,000,1351,MUEBLE SUPERIOR COCINA OREL 210X60CM MARFIL/YALAA-RH BLANCO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
281,PENDIENTE,,,,CREAR,NO,,VCOC01-0150-000-1352,COC01,0150,000,1352,MUEBLE SUPERIOR COCINA OREL 210X60CM GRIS/SUKTA-RH BLANCO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
282,PENDIENTE,,,,CREAR,NO,,VCOC01-0151-000-1332,COC01,0151,000,1332,MUEBLE SUPERIOR COCINA OREL 210X60CM OLIVA/JAYKA-RH BLANCO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
283,PENDIENTE,,,,CREAR,NO,,VCOC01-0151-000-1351,COC01,0151,000,1351,MUEBLE SUPERIOR COCINA OREL 210X60CM MARFIL/YALAA-RH BLANCO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
284,PENDIENTE,,,,CREAR,NO,,VCOC01-0151-000-1352,COC01,0151,000,1352,MUEBLE SUPERIOR COCINA OREL 210X60CM GRIS/SUKTA-RH BLANCO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
285,PENDIENTE,,,,CREAR,NO,,VCOC01-0153-000-1332,COC01,0153,000,1332,MUEBLE SUPERIOR COCINA OREL 180X60CM OLIVA/JAYKA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
286,PENDIENTE,,,,CREAR,NO,,VCOC01-0153-000-1351,COC01,0153,000,1351,MUEBLE SUPERIOR COCINA OREL 180X60CM MARFIL/YALAA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
287,PENDIENTE,,,,CREAR,NO,,VCOC01-0153-000-1352,COC01,0153,000,1352,MUEBLE SUPERIOR COCINA OREL 180X60CM GRIS/SUKTA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
288,PENDIENTE,,,,CREAR,NO,,VCOC01-0154-000-1332,COC01,0154,000,1332,MUEBLE INFERIOR COCINA OREL 180X60CM OLIVA/JAYKA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
289,PENDIENTE,,,,CREAR,NO,,VCOC01-0154-000-1351,COC01,0154,000,1351,MUEBLE INFERIOR COCINA OREL 180X60CM MARFIL/YALAA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
290,PENDIENTE,,,,CREAR,NO,,VCOC01-0154-000-1352,COC01,0154,000,1352,MUEBLE INFERIOR COCINA OREL 180X60CM GRIS/SUKTA-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
291,PENDIENTE,,,,CREAR,NO,,VCOC01-0155-000-0437,COC01,0155,000,0437,MUEBLE INFERIOR COCINA KORE 150X55CM SODER-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
292,PENDIENTE,,,,CREAR,NO,,VCOC01-0155-000-0493,COC01,0155,000,0493,MUEBLE INFERIOR COCINA KORE 150X55CM AUSTRAL-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
293,PENDIENTE,,,,CREAR,NO,,VCOC01-0155-000-1332,COC01,0155,000,1332,MUEBLE INFERIOR COCINA KORE 150X55CM BLANCO RH-JAYKA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
294,PENDIENTE,,,,CREAR,NO,,VCOC01-0155-000-1351,COC01,0155,000,1351,MUEBLE INFERIOR COCINA KORE 150X55CM BLANCO RH-YALAA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
295,PENDIENTE,,,,CREAR,NO,,VCOC01-0155-000-1352,COC01,0155,000,1352,MUEBLE INFERIOR COCINA KORE 150X55CM BLANCO RH-SUKTA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
296,PENDIENTE,,,,CREAR,NO,,VCOC01-0156-000-0437,COC01,0156,000,0437,MUEBLE SUPERIOR COCINA KORE 150X55CM SODER-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
297,PENDIENTE,,,,CREAR,NO,,VCOC01-0156-000-0493,COC01,0156,000,0493,MUEBLE SUPERIOR COCINA KORE 150X55CM AUSTRAL-RH BLANCO,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
298,PENDIENTE,,,,CREAR,NO,,VCOC01-0156-000-1332,COC01,0156,000,1332,MUEBLE SUPERIOR COCINA KORE 150X55CM BLANCO RH-JAYKA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
299,PENDIENTE,,,,CREAR,NO,,VCOC01-0156-000-1351,COC01,0156,000,1351,MUEBLE SUPERIOR COCINA KORE 150X55CM BLANCO RH-YALAA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
300,PENDIENTE,,,,CREAR,NO,,VCOC01-0156-000-1352,COC01,0156,000,1352,MUEBLE SUPERIOR COCINA KORE 150X55CM BLANCO RH-SUKTA,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
301,PENDIENTE,,,,CREAR,NO,,VCOC01-0163-000-1356,COC01,0163,000,1356,ALACENA 60X35 CANDELARIA RH/GRACIA-SIKUANI,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
302,PENDIENTE,,,,CREAR,NO,,VCOC01-0163-000-1369,COC01,0163,000,1369,ALACENA 60X35 CANDELARIA RH/MITTE-TAMBO,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
303,PENDIENTE,,,,CREAR,NO,,VCOC01-0163-000-1370,COC01,0163,000,1370,ALACENA 60X35 CANDELARIA RH/SODER-MALI,,,,,,,,UN,true,false,,,,,,,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
304,PENDIENTE,,,,CREAR,NO,,VCOC01-0164-000-1332,COC01,0164,000,1332,MUEBLE ALACENA SIN MANIJA 60X60CM OLIVA/JAYKA-BLANCO RH,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
305,PENDIENTE,,,,CREAR,NO,,VCOC01-0164-000-1351,COC01,0164,000,1351,MUEBLE ALACENA SIN MANIJA 60X60CM MARFIL/YALAA - BLANCO RH,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
306,PENDIENTE,,,,CREAR,NO,,VCOC01-0164-000-1352,COC01,0164,000,1352,MUEBLE ALACENA SIN MANIJA 60X60CM GRIS/SUKTA-BLANCO RH,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
307,PENDIENTE,,,,CREAR,NO,,VCOC01-0165-000-0322,COC01,0165,000,0322,MUEBLE COCINA INF JADE 200X60 BLANCO RH-GRACIA/SIKUANI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
308,PENDIENTE,,,,CREAR,NO,,VCOC01-0165-000-0323,COC01,0165,000,0323,MUEBLE COCINA INF JADE 200X60 BLANCO RH-AUSTRAL PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
309,PENDIENTE,,,,CREAR,NO,,VCOC01-0165-000-0437,COC01,0165,000,0437,MUEBLE COCINA INF JADE 200X60 BLANCO RH-SODER/MALI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
310,PENDIENTE,,,,CREAR,NO,,VCOC01-0165-000-0439,COC01,0165,000,0439,MUEBLE COCINA INF JADE 200X60 BLANCO RH-MITTE/TAMBO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
311,PENDIENTE,,,,CREAR,NO,,VCOC01-0165-000-1361,COC01,0165,000,1361,MUEBLE COCINA INF JADE 200X60 BLANCO RH-JAYKA PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
312,PENDIENTE,,,,CREAR,NO,,VCOC01-0166-000-0322,COC01,0166,000,0322,MUEBLE COCINA INF JADE 200X60 BLANCO RH-GRACIA/SIKUANI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
313,PENDIENTE,,,,CREAR,NO,,VCOC01-0166-000-0323,COC01,0166,000,0323,MUEBLE COCINA INF JADE 200X60 BLANCO RH-AUSTRAL PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
314,PENDIENTE,,,,CREAR,NO,,VCOC01-0166-000-0437,COC01,0166,000,0437,MUEBLE COCINA INF JADE 200X60 BLANCO RH-SODER/MALI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
315,PENDIENTE,,,,CREAR,NO,,VCOC01-0166-000-0439,COC01,0166,000,0439,MUEBLE COCINA INF JADE 200X60 BLANCO RH-MITTE/TAMBO PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
316,PENDIENTE,,,,CREAR,NO,,VCOC01-0166-000-1361,COC01,0166,000,1361,MUEBLE COCINA INF JADE 200X60 BLANCO RH-JAYKA PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
317,PENDIENTE,,,,CREAR,NO,,VCOC01-0167-000-0322,COC01,0167,000,0322,MUEBLE COCINA SUP  JADE 200X60 BLANCO RH-GRACIA/SIKUANI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
318,PENDIENTE,,,,CREAR,NO,,VCOC01-0167-000-0323,COC01,0167,000,0323,MUEBLE COCINA SUP JADE 200X60 BLANCO RH-AUSTRAL PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
319,PENDIENTE,,,,CREAR,NO,,VCOC01-0167-000-0437,COC01,0167,000,0437,MUEBLE COCINA SUP JADE 200X60 BLANCO RH-SODER/MALI PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
320,PENDIENTE,,,,CREAR,NO,,VCOC01-0167-000-0439,COC01,0167,000,0439,MUEBLE COCINA SUP JADE 200X60 BLANCO RH-MITTE/TAMBO PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
321,PENDIENTE,,,,CREAR,NO,,VCOC01-0167-000-1361,COC01,0167,000,1361,MUEBLE COCINA SUP  JADE 200X60 BLANCO RH-JAYKA PARTE 1,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
322,PENDIENTE,,,,CREAR,NO,,VCOC01-0168-000-0322,COC01,0168,000,0322,MUEBLE COCINA SUP  JADE 200X60 BLANCO RH-GRACIA/SIKUANI PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
323,PENDIENTE,,,,CREAR,NO,,VCOC01-0168-000-0323,COC01,0168,000,0323,MUEBLE COCINA SUP JADE 200X60 BLANCO RH-AUSTRAL PARTE 2,MUEBLE,,,,,,,UN,true,false,,,,,,MUEBLE,,,,,,,,true,false,false,DESCRIPCION,,,,,,,,SI,SI,,,,,PENDIENTE,,,,,,,,,,SI,SI,,SI,PENDIENTE,NO,NO,SI
